,fighter_1,weight_1,reach_1,age_1,slpm_1,sapm_1,td_avg_1,sub_avg_1,strk_acc_1,strk_def_1,td_acc_1,td_def_1,wins_1,losses_1,fighter_2,weight_2,reach_2,age_2,slpm_2,sapm_2,td_avg_2,sub_avg_2,strk_acc_2,strk_def_2,td_acc_2,td_def_2,wins_2,losses_2,result,SUB_OVR,KO_OVR
826,Jessica-RoseClark,135,64,36,4.02,3.59,1.76,0.3,52,59,52,63,11,8,TainaraLisboa,135,67,32,0.0,0.0,0.0,0.0,0,0,0,0,5,2,-5,0,0
827,MackenzieDern,115,63,30,3.02,4.39,0.61,1.8,36,52,11,40,12,3,AngelaHill,115,64,38,5.68,4.97,0.58,0.1,49,62,29,77,15,12,-5,0,0
828,EdmenShahbazyan,185,75,26,3.59,3.87,2.31,0.5,50,46,37,65,12,3,AnthonyHernandez,185,75,30,4.03,3.5,6.49,2.4,59,47,64,66,10,2,0,0,1
829,EmilyDucote,115,63,29,6.23,8.17,0.0,0.0,49,58,0,0,12,7,LoopyGodinez,115,61,30,3.42,3.18,3.82,0.6,48,63,43,77,9,3,-5,0,0
830,AndreFialho,170,74,29,3.17,6.22,0.0,0.0,38,46,0,71,16,6,JoaquinBuckley,170,10,29,3.87,3.53,1.23,0.0,32,55,30,66,15,6,0,0,1
831,DiegoFerreira,155,74,38,4.67,3.35,0.75,0.8,37,56,24,63,17,5,MichaelJohnson,155,10,37,4.27,3.9,0.47,0.1,38,58,38,80,22,18,1,0,1
832,Maheshate,155,71,24,2.59,3.33,0.0,0.0,25,54,0,45,9,2,ViacheslavBorshchev,155,11,31,3.36,3.29,0.0,0.0,58,50,0,31,6,3,0,0,1
833,KarolinaKowalkiewicz,115,64,38,5.34,5.55,0.34,0.2,40,57,30,75,14,7,VanessaDemopoulos,115,59,35,3.51,4.73,0.72,1.0,48,44,16,50,9,4,-5,0,0
834,OrionCosce,170,11,29,2.92,3.53,2.3,0.0,53,46,40,72,8,1,GilbertUrbina,170,75,27,6.21,6.34,4.14,0.0,59,47,33,0,6,3,0,0,1
835,IlirLatifi,230,10,41,1.92,2.75,2.13,0.3,42,56,36,0,17,8,RodrigoNascimento,246,80,31,4.05,5.22,2.3,1.4,51,41,41,0,9,1,0,0,0
836,ChaseHooper,155,74,24,4.04,3.72,1.56,2.3,48,34,26,50,11,3,NickFiore,155,10,26,2.27,5.93,1.0,0.0,36,47,33,25,6,1,1,0,0
837,NataliaSilva,125,65,26,5.33,1.85,1.13,0.0,54,66,33,92,14,5,VictoriaLeonardo,125,64,33,3.33,4.56,1.71,0.0,39,44,29,71,9,5,-5,0,0
838,TakashiSato,170,10,33,2.28,4.25,0.34,0.0,37,44,50,60,16,6,ThembaGorimbo,170,77,32,0.91,1.06,4.53,0.0,60,58,0,0,10,4,0,0,0
839,KaiKara-France,125,69,30,4.7,3.57,0.51,0.0,40,64,25,87,24,10,AmirAlbazi,125,68,30,3.54,2.47,2.47,0.8,43,61,50,66,16,1,-5,0,0
840,AlexCaceres,145,10,35,4.16,2.92,0.57,0.8,51,64,70,64,20,13,DanielPineda,145,69,38,3.32,3.03,1.47,1.8,49,48,24,48,28,14,1,0,0
841,JimMiller,155,71,40,2.85,3.08,1.56,1.8,41,58,43,48,35,17,JesseButler,155,10,31,0.0,0.0,0.0,0.0,0,0,0,0,12,4,1,0,1
842,TimElliott,125,66,37,3.58,2.86,3.73,1.0,44,56,44,61,19,12,VictorAltamirano,125,70,32,6.15,4.65,2.47,0.0,58,53,23,74,12,2,1,0,0
843,KarineSilva,125,67,30,2.49,3.95,1.29,3.9,26,35,33,0,15,4,KetlenSouza,125,63,29,0.0,0.0,0.0,0.0,0,0,0,0,13,3,-5,0,0
844,AbubakarNurmagomedov,170,11,34,3.17,2.53,1.37,0.0,53,66,30,85,17,3,ElizeuZaleskidosSantos,170,11,37,4.65,3.22,0.52,0.4,42,58,15,62,23,7,-5,0,0
845,DanielSantos,135,67,28,4.82,7.52,1.23,0.0,32,50,33,57,11,2,JohnnyMunoz,135,71,30,3.69,2.3,2.32,1.6,37,64,25,66,12,2,1,0,0
846,AndreiArlovski,240,77,44,3.79,3.2,0.4,0.2,45,57,36,76,34,21,Don'TaleMayes,260,81,31,3.41,3.8,0.96,0.0,45,43,50,56,9,5,0,0,1
847,JohnCastaneda,135,71,32,4.66,5.0,1.34,0.3,47,54,33,60,19,6,MuinGafurov,135,68,27,2.07,3.13,5.0,0.0,47,39,41,0,18,4,1,0,0
848,JamieMullarkey,155,74,29,4.13,4.28,2.62,0.2,45,54,35,72,16,5,MuhammadNaimov,155,70,29,3.47,5.87,0.0,0.0,41,44,0,25,8,2,0,0,1
849,EliseReed,115,63,31,2.79,3.5,0.84,0.0,52,49,0,47,6,3,JinhYuFrey,115,65,38,3.17,4.23,0.61,0.4,44,52,33,88,11,8,-5,0,0
850,Da'MonBlackshear,135,10,29,2.43,4.03,1.0,1.0,39,50,18,42,12,5,LuanLacerda,135,71,30,5.33,6.87,1.0,0.0,44,45,25,0,12,2,1,0,1
851,PhilipeLins,205,78,38,3.85,4.18,1.79,0.0,47,43,36,0,16,5,MaximGrishin,205,78,39,3.4,2.07,0.27,0.0,52,59,33,66,32,9,1,0,0
852,AmandaNunes,135,69,35,4.4,2.75,2.61,0.8,51,55,56,82,22,5,IreneAldana,135,68,35,5.39,5.71,0.2,0.3,39,60,50,81,14,6,-5,0,0
853,CharlesOliveira,155,10,34,3.48,3.2,2.37,2.8,53,51,40,55,33,9,BeneilDariush,155,10,34,3.81,2.55,1.95,0.9,49,58,34,80,22,4,1,0,1
854,MikeMalott,170,73,32,4.49,3.48,1.91,1.3,41,54,42,0,9,1,AdamFugitt,170,77,34,5.4,5.9,4.76,0.0,58,46,33,0,9,3,1,1,0
855,DanIge,145,71,32,3.8,3.58,1.25,0.3,45,57,26,52,16,6,NateLandwehr,145,72,35,6.47,5.51,1.36,1.4,49,56,62,86,17,4,1,0,0
856,Marc-AndreBarriault,185,74,33,5.9,5.18,0.28,0.1,47,54,25,62,15,6,ErykAnders,185,75,36,3.39,4.22,1.59,0.1,47,50,26,79,15,7,1,0,0
857,NassourdineImavov,185,75,28,4.32,3.81,0.68,1.7,51,59,22,72,12,4,ChrisCurtis,185,10,36,5.59,6.22,0.0,0.0,50,55,0,0,30,10,-5,0,0
858,MirandaMaverick,125,65,26,3.74,2.53,2.7,0.4,44,60,61,44,13,4,JasmineJasudavicius,125,68,34,2.92,3.85,2.5,0.0,40,51,41,72,8,2,-5,0,0
859,AiemannZahabi,135,68,36,3.01,3.38,0.25,0.0,43,72,16,75,9,2,Aoriqileng,135,69,30,6.07,7.18,1.57,0.0,48,48,45,55,24,9,1,0,1
860,KyleNelson,145,11,32,2.85,4.89,1.71,1.0,44,45,23,63,13,5,BlakeBilder,145,68,33,6.58,5.05,0.82,1.6,57,58,14,0,8,0,1,0,0
861,DavidDvorak,125,68,31,3.47,3.21,0.48,0.2,42,59,28,81,20,5,SteveErceg,125,68,28,0.0,0.0,0.0,0.0,0,0,0,0,9,1,0,0,0
862,DianaBelbita,115,68,27,6.43,6.18,0.63,0.0,42,50,50,68,14,7,MariaOliveira,115,69,27,5.27,5.35,0.62,0.0,39,43,50,47,13,6,-5,0,0
863,MarvinVettori,185,74,30,4.38,3.65,1.77,0.5,44,59,44,75,19,6,JaredCannonier,185,11,39,4.0,3.86,0.17,0.0,50,61,25,64,16,6,0,0,0
864,ArmanTsarukyan,155,72,27,3.56,1.93,3.3,0.0,45,54,33,75,19,3,JoaquimSilva,155,69,34,4.08,4.58,0.21,0.6,39,55,50,65,12,4,1,0,1
865,ArmenPetrosyan,185,71,33,5.99,2.75,0.0,0.0,51,58,0,25,8,2,ChristianLeroyDuncan,185,79,28,4.82,2.14,0.0,0.0,64,33,0,0,8,0,1,0,0
866,PatSabatini,145,70,33,1.67,1.5,3.75,1.9,55,52,42,42,17,4,LucasAlmeida,145,11,32,6.6,5.63,0.0,0.0,47,48,0,50,14,1,1,1,0
867,ManuelTorres,155,10,28,0.5,3.74,0.0,0.0,55,58,0,0,13,2,NikolasMotta,155,70,30,3.37,4.54,0.0,0.0,34,60,0,0,13,4,1,0,1
868,NicolasDalby,170,11,39,3.74,3.35,1.09,0.1,41,53,30,65,21,4,MuslimSalikhov,170,11,39,3.3,2.43,1.2,0.0,49,67,35,77,19,3,1,0,0
869,JimmyFlick,125,68,33,1.9,3.41,2.13,5.7,57,45,42,0,16,6,AlessandroCosta,125,67,27,2.28,3.16,0.0,0.0,30,63,0,87,12,3,0,0,1
870,KyungHoKang,135,73,36,2.99,2.87,2.0,0.8,48,58,55,70,18,9,CristianQuinonez,135,70,27,5.21,4.6,0.82,0.0,41,62,0,0,18,3,1,1,0
871,CarlosHernandez,125,67,30,4.93,4.12,0.9,0.5,47,45,11,66,8,2,DenysBondar,125,69,31,2.93,2.2,0.98,0.0,80,72,0,0,16,4,1,0,0
872,TerezaBleda,125,71,22,2.57,2.04,1.13,1.1,50,44,25,83,6,1,GabriellaFernandes,125,66,30,1.73,1.6,0.0,0.0,46,55,0,50,8,2,-5,0,0
873,DanArgueta,135,68,30,2.47,1.53,2.5,1.0,51,52,55,50,9,1,RonnieLawrence,135,68,31,2.88,1.75,7.03,0.3,56,53,77,47,8,2,-5,0,0
874,ZacPauga,205,76,35,4.42,1.99,0.0,0.0,67,65,0,0,7,1,ModestasBukauskas,205,78,29,3.37,4.02,0.0,0.0,38,50,0,71,14,5,0,0,0
875,JoshEmmett,145,70,38,4.17,4.43,1.07,0.1,37,62,37,58,18,3,IliaTopuria,145,69,26,3.32,2.75,2.45,2.5,49,62,46,92,13,0,0,0,0
876,AmandaRibas,125,66,30,4.8,2.65,2.16,1.0,42,69,52,88,11,3,MayceeBarber,125,65,25,4.27,2.63,1.23,0.1,51,54,37,47,12,2,-5,0,0
877,AustenLane,245,80,36,4.17,1.81,0.0,0.0,45,58,0,0,12,3,JustinTafa,264,74,30,5.09,5.95,0.0,0.0,54,49,0,0,6,3,-5,0,0
878,DavidOnama,145,11,29,5.3,5.75,1.06,0.3,45,51,20,45,10,2,GabrielSantos,145,70,27,4.6,6.2,5.0,0.0,56,42,45,50,10,1,1,0,1
879,BrendanAllen,185,75,28,3.85,3.87,1.27,1.6,53,46,47,55,21,5,BrunoSilva,185,74,34,4.47,4.55,0.61,0.0,47,48,18,71,23,8,1,1,0
880,NeilMagny,170,80,36,3.59,2.25,2.4,0.3,46,54,42,56,27,11,PhilRowe,170,80,33,4.39,4.97,0.81,0.5,52,53,37,52,10,3,1,0,0
881,RandyBrown,170,78,33,4.39,3.3,0.68,0.6,47,54,33,71,16,5,WellingtonTurman,170,72,27,2.92,3.79,1.79,1.0,49,44,21,50,18,6,1,0,0
882,MateuszRebecki,155,66,31,4.92,2.05,4.15,0.8,51,62,62,66,17,1,LoikRadzhabov,155,11,33,2.67,4.4,1.0,0.0,47,48,52,0,17,4,1,0,1
883,TabathaRicci,115,61,28,3.27,4.24,4.64,0.3,42,59,51,50,8,1,GillianRobertson,115,63,28,2.32,2.81,2.63,1.0,49,50,42,25,12,7,-5,0,0
884,ZhalgasZhumagulov,125,66,35,4.87,5.37,1.36,0.2,46,53,19,66,14,8,JoshuaVan,125,65,22,0.0,0.0,0.0,0.0,0,0,0,0,7,1,0,0,0
885,TrevorPeek,155,70,28,8.33,5.71,1.19,0.0,63,42,33,42,8,0,ChepeMariscal,155,69,31,0.0,0.0,0.0,0.0,0,0,0,0,13,6,0,0,0
886,JamallEmmers,145,10,34,5.28,3.75,2.26,0.3,50,59,50,0,19,6,JackJenkins,145,68,30,4.54,2.27,4.07,0.0,69,58,72,80,11,2,-5,0,0
887,CodyBrundage,185,72,29,2.48,2.63,2.6,1.3,55,49,46,73,8,4,SedriquesDumas,185,79,28,2.5,3.87,1.71,1.7,46,46,50,0,7,1,0,0,0
888,SeanStrickland,185,76,32,5.76,4.25,1.04,0.2,41,63,64,85,26,5,AbusMagomedov,185,78,33,2.11,0.0,0.0,0.0,0,0,0,0,25,4,1,0,1
889,DamirIsmagulov,155,10,32,3.78,2.51,1.17,0.0,42,62,28,75,24,2,GrantDawson,155,10,29,3.12,2.41,3.8,1.6,51,45,34,40,19,1,0,0,0
890,MaxGriffin,170,11,38,4.23,3.87,1.6,0.3,50,57,50,71,19,9,MichaelMorales,170,79,24,5.36,4.1,1.98,0.0,51,40,40,86,14,0,0,0,0
